label;mean_1;std_1;min_1;max_1;med_1;kur_1;ske_1;perc25_1;perc75_1;mean_2;std_2;min_2;max_2;med_2;kur_2;ske_2;perc25_2;perc75_2;mean_3;std_3;min_3;max_3;med_3;kur_3;ske_3;perc25_3;perc75_3;mean_4;std_4;min_4;max_4;med_4;kur_4;ske_4;perc25_4;perc75_4;mean_5;std_5;min_5;max_5;med_5;kur_5;ske_5;perc25_5;perc75_5;mean_6;std_6;min_6;max_6;med_6;kur_6;ske_6;perc25_6;perc75_6;mean_7;std_7;min_7;max_7;med_7;kur_7;ske_7;perc25_7;perc75_7;mean_8;std_8;min_8;max_8;med_8;kur_8;ske_8;perc25_8;perc75_8;mean_9;std_9;min_9;max_9;med_9;kur_9;ske_9;perc25_9;perc75_9;mean_10;std_10;min_10;max_10;med_10;kur_10;ske_10;perc25_10;perc75_10;mean_11;std_11;min_11;max_11;med_11;kur_11;ske_11;perc25_11;perc75_11;mean_12;std_12;min_12;max_12;med_12;kur_12;ske_12;perc25_12;perc75_12;mean_13;std_13;min_13;max_13;med_13;kur_13;ske_13;perc25_13;perc75_13
0.0;-0.46213;0.45688;0.60719;0.28709;15.43229;12.08867;10.29077;-0.93952;0.28605;0.00688;-0.84472;2.22063;1.89040;0.16215;0.15059;0.10669;0.25728;2.26031;2.41155;7.21027;0.41182;0.29612;0.14128;80.09471;54.84124;104.29607;-0.75385;0.01331;0.19666;-0.36639;7.38970;0.34869;0.00255;-3.65479;-1.60010;-0.58398;-473.93750;-259.37500;-317.18750;0.03699;0.74207;0.83008;0.77832;17.74092;17.22134;17.99775;0.08252;1.48291;0.74609;292.75000;207.50000;463.06250;-0.47821;0.47327;0.61371;0.39508;16.42930;12.54894;12.46684;-0.95117;0.17920;0.05273;-1.87500;1.62500;2.75000;1.60712;1.65494;5.09532;-0.03055;2.97902;5.51660;-1.70295;8.88907;4.61689;3.26677;9.81502;6.67393;4.75092;0.89930;-1.02490;-1.90944;-0.76567;-1.87070;-2.33369;-0.26290;-1.54345;0.15476;-0.72504;-1.31911;-0.35921;0.13000;-0.52386;0.44046;0.58893;0.15344;14.80405;11.90916;1.23750;-0.98438;0.14160;-0.05981;-16.00000;-9.53125;-13.12500;-0.43970;0.51019;0.65295;0.43878;16.90908;13.26153;17.04522;-0.83398;0.43433;0.09814;16.34375;7.68750;32.59375
0.0;0.37379;-0.52529;-0.58993;-0.39882;15.14290;11.42910;13.79736;-0.90790;0.30105;0.07971;1.06959;2.17863;-0.41031;0.14603;0.09297;0.11023;0.18769;2.51170;2.43166;5.63146;0.39237;0.31493;0.09585;29.71917;28.47031;120.70371;-0.06860;-0.72363;-0.73334;-0.79443;6.59750;4.32230;0.02022;-2.83838;-1.04688;-0.31543;-167.81250;-73.31250;-323.12500;0.61475;-0.30469;-0.17358;0.23163;17.94651;14.44380;17.98697;0.04736;1.19971;0.41211;112.43750;88.37500;435.81250;0.43359;-0.50696;-0.60242;-0.43427;16.07573;12.19203;16.79264;-0.95312;0.17969;0.08398;-1.06250;0.93750;6.43750;1.01663;0.16769;4.14971;2.59494;2.31791;1.98048;1.07469;5.85719;1.70681;3.12672;7.53473;1.00728;1.85748;-1.20412;-0.36846;1.92655;1.20531;-1.66917;-1.77785;-1.59453;-1.12263;0.51031;-0.36300;-0.77492;0.44102;-0.03368;0.28906;-0.55334;-0.66977;-0.46744;14.29185;11.77327;12.42067;-0.98364;0.12891;0.04492;-7.75000;-8.43750;-35.09375;0.46689;-0.48318;-0.56998;-0.38715;16.93548;12.43511;17.06845;-0.77490;0.42676;0.10913;11.00000;8.68750;35.56250
0.0;0.39309;-0.53516;-0.60496;-0.31199;14.91501;12.13544;9.88644;-0.87818;0.36013;0.03408;-1.22753;2.00328;-1.74278;0.14375;0.06770;0.10988;0.24189;2.87935;2.38237;7.60627;0.43127;0.30075;0.11897;50.66772;40.88802;122.55430;-0.10248;-0.74847;-0.79431;-0.77338;5.43974;0.23254;0.02382;-2.64844;-0.28906;-0.32959;-376.12500;-106.37500;-351.93750;0.56720;-0.39600;-0.21167;0.41357;17.82280;16.81191;17.99809;0.28711;1.28125;0.78516;157.37500;155.81250;395.93750;0.44788;-0.51880;-0.60229;-0.41992;16.14162;12.69068;13.28900;-0.94482;0.23486;0.06006;-0.18750;0.56250;7.43750;3.18943;1.09663;3.27090;0.92196;2.14847;6.02850;-1.83455;2.60697;0.30765;6.75884;9.89503;1.88364;2.01427;-2.01360;-1.10344;1.47862;0.95098;-1.63964;-2.49734;-0.19121;-0.15303;0.95720;0.67928;-1.64199;0.60122;-0.10870;0.40289;-0.56567;-0.68463;-0.45825;14.03241;12.11060;1.37195;-0.98779;0.14404;-0.02002;-14.62500;-13.81250;-27.75000;0.46454;-0.49438;-0.57007;-0.13293;16.92963;13.35473;17.11894;-0.69580;0.55518;0.09473;23.18750;11.43750;41.62500
0.0;0.39771;-0.61732;-0.49677;-0.38367;15.32075;14.33124;3.81381;-0.95899;0.27840;-0.18522;-1.85054;1.74570;-0.05833;0.14140;0.11277;0.12146;0.13915;1.88064;2.63570;5.59792;0.49485;0.25664;0.21465;46.11217;63.93418;86.80298;-0.00165;-0.84546;-0.71570;-0.90448;9.30193;0.05926;0.00014;-4.04590;-0.99219;-1.34570;-420.43750;-185.68750;-222.81250;0.59558;-0.29095;-0.02759;0.00018;17.80790;17.85039;17.99125;-0.05029;2.07275;0.12695;128.06250;416.68750;480.93750;0.44562;-0.57269;-0.54089;-0.37671;16.05805;14.22467;1.13861;-0.92725;0.25342;-0.08789;0.18750;2.31250;-2.37500;0.06020;-0.03314;3.53647;4.66577;1.26462;9.39146;1.89702;18.58462;8.64094;5.78327;30.26951;16.32895;7.96134;-0.97086;-0.35255;1.68622;-1.11304;-1.39261;-2.59869;1.84069;-3.82745;0.86944;-2.07505;-4.11760;2.43401;1.55043;0.31934;-0.70599;-0.57489;-0.40063;14.67128;13.89597;0.55284;-0.94873;0.17188;-0.32373;-10.50000;-10.31250;-22.62500;0.48511;-0.54108;-0.44794;-0.35492;16.52272;15.34504;4.01346;-0.81396;0.33350;-0.04834;13.93750;11.25000;26.12500
0.0;0.39555;-0.60447;-0.50602;-0.41424;15.70298;14.18524;4.58178;-0.95171;0.26093;-0.12717;-0.99981;3.41002;-0.92004;0.11798;0.09443;0.10443;0.12977;1.71597;2.16783;6.39446;0.36487;0.18718;0.16782;40.90761;55.07533;72.59056;0.00641;-0.84210;-0.76398;-0.93146;9.44978;5.81671;0.00482;-3.55469;-0.50098;-0.96094;-336.87500;-197.62500;-214.12500;0.56848;-0.23334;-0.05927;-0.01691;17.83534;17.68814;17.99775;-0.01807;1.27002;0.57129;123.18750;373.87500;405.87500;0.43054;-0.58466;-0.52850;-0.40228;16.32236;14.20191;0.95146;-0.93457;0.25732;-0.07031;0.81250;0.50000;-1.31250;0.59819;2.95651;4.79116;5.15069;2.39065;4.76274;0.08080;19.46054;4.41982;4.01596;23.51297;18.87893;9.11231;-1.16104;-0.21201;1.44878;-0.77276;-1.84054;-1.72799;1.34549;-3.48814;0.60308;-1.45620;-3.27889;2.34795;1.08890;0.36957;-0.63126;-0.55847;-0.46210;15.83684;13.83829;0.48882;-0.95654;0.16846;-0.15479;-8.18750;-8.15625;-14.43750;0.46451;-0.56339;-0.47281;-0.38834;16.63966;14.97298;3.82357;-0.89624;0.29102;-0.05054;10.06250;11.75000;15.78125
1.0;-0.13422;0.11065;-0.52825;0.11307;8.81094;10.11838;6.62165;-0.09561;0.07512;0.07857;1.56599;-1.88350;-0.35528;0.48474;0.42024;0.28034;0.43332;4.77050;5.04015;4.99207;0.82458;0.67076;0.50866;136.59480;118.47605;125.10792;-0.99854;-0.81067;-0.98926;-0.88861;0.10523;0.00252;0.00603;-5.98926;-4.48682;-2.77393;-1175.75000;-1110.25000;-999.62500;0.67554;0.93390;0.52875;0.99536;17.89363;17.99979;17.99490;4.54199;3.42041;4.77100;972.43750;828.43750;646.68750;-0.08282;0.15799;-0.54865;0.09729;9.57277;10.83016;5.74052;-0.18896;0.08838;0.06763;-1.18750;0.00000;0.09375;-1.37113;-0.95836;1.72217;-0.96379;-1.04837;-0.92933;-0.06299;2.19819;0.85822;2.34545;10.91309;17.18404;7.03069;-0.11290;-0.04614;1.24244;0.13720;-0.10940;-0.24639;0.89649;-0.55588;-0.13441;0.69429;0.26075;-0.70130;-0.20417;-0.70601;-0.23756;-0.71739;-0.23938;4.45605;5.92409;2.21627;-0.63977;-0.32935;-0.30811;-30.56250;-25.18750;-27.40625;0.29489;0.44006;-0.46114;0.49379;12.04299;13.30589;8.36588;0.68018;0.52686;0.34888;30.57812;21.93750;28.14062
1.0;0.33815;-0.62499;-0.50234;-0.38746;14.87203;13.67436;7.31220;-0.93216;0.33959;-0.16592;-2.07949;7.96630;0.12066;0.13929;0.12822;0.15424;0.18172;1.95696;2.64904;7.53836;0.49312;0.28372;0.28647;70.65015;76.63589;90.99436;0.01593;-0.85699;-0.84094;-0.90448;9.47097;5.18935;0.00429;-3.63672;-0.91846;-1.53467;-484.87500;-172.37500;-193.62500;0.58258;-0.29980;-0.06647;0.04718;17.75313;17.03151;17.99866;0.11279;1.92236;1.16699;256.50000;431.37500;417.06250;0.34622;-0.61646;-0.50430;-0.37637;15.74038;14.25586;2.59327;-0.91064;0.29565;-0.07495;0.06250;1.59375;0.50000;-1.05923;-0.66445;0.71118;1.54859;-0.04697;2.11981;-1.57557;10.80298;4.53742;3.29522;13.68539;11.02750;4.88058;-0.19119;0.05676;0.38339;-0.53896;-0.92126;-1.63042;0.49334;-2.76746;0.85809;-0.97823;-1.80684;2.46200;1.47723;0.21591;-0.74039;-0.59325;-0.44968;13.23953;13.21476;0.62824;-0.96680;0.19482;-0.34790;-27.70312;-13.35938;-46.09375;0.45691;-0.53177;-0.42865;-0.30713;16.27420;15.12722;17.38726;-0.69336;0.50171;-0.00488;24.92188;14.46875;26.59375
1.0;0.39739;-0.54016;-0.57864;-0.37972;15.41997;12.09612;12.00953;-0.94237;0.28967;0.02886;-0.44752;2.48775;0.14450;0.11969;0.07857;0.11792;0.19222;2.36713;2.47726;7.26804;0.43925;0.28206;0.11535;51.02819;36.89436;113.31534;-0.05774;-0.74652;-0.80750;-0.83069;6.40013;0.16943;0.01149;-3.08105;-1.40625;-0.60645;-425.81250;-106.75000;-361.37500;0.55164;-0.32446;-0.09222;0.28888;17.93103;16.60992;17.99456;0.28809;1.78271;0.86230;142.81250;160.18750;482.31250;0.43921;-0.51941;-0.59113;-0.42407;16.59522;12.70768;17.02986;-0.95410;0.18750;0.05420;-0.06250;0.12500;3.18750;2.61410;0.57034;5.08428;2.01443;2.49259;5.18408;-1.25229;6.67663;3.98173;10.15355;19.89274;3.04835;4.08711;-1.75558;-0.54847;1.81746;0.91458;-1.72635;-2.44527;-0.75963;-1.39006;0.37339;0.81229;-2.84153;0.87190;0.20825;0.36929;-0.58725;-0.61087;-0.45465;14.73710;12.39955;1.44733;-0.98438;0.15063;-0.01978;-9.62500;-8.87500;-12.00000;0.47180;-0.49130;-0.55945;-0.33987;16.92316;13.15551;17.49271;-0.85889;0.42920;0.07275;14.25000;5.34375;32.15625
1.0;0.44654;-0.51852;-0.59842;-0.34834;15.59911;12.42057;10.56762;-0.91737;0.30190;-0.00058;0.86744;1.46785;-2.63744;0.10894;0.07966;0.09138;0.16061;1.82376;2.16034;7.58224;0.27782;0.23030;0.12832;36.93396;27.81797;84.56510;0.03906;-0.75629;-0.75439;-0.84009;8.74560;2.97737;0.01866;-2.88379;-0.70947;-0.87939;-294.93750;-78.18750;-309.56250;0.60779;-0.32532;-0.15424;0.07837;17.86466;15.67564;17.99537;-0.07471;1.00049;0.41162;126.31250;172.68750;424.87500;0.48221;-0.49048;-0.61310;-0.39459;16.50505;12.44620;16.70639;-0.95557;0.20776;0.06934;-1.28125;0.56250;0.75000;3.41099;0.54573;9.60363;1.02962;2.52643;4.40792;-1.75850;14.25082;1.83471;4.45050;16.32486;8.65136;5.63622;-1.89190;-0.89789;2.83786;-0.11628;-1.65609;-2.03019;-0.33558;-1.99933;0.65725;-1.63423;-1.98132;1.48886;0.29241;0.43565;-0.56570;-0.63712;-0.41774;14.75804;12.17541;1.98526;-0.97461;0.16504;-0.07092;-9.18750;-3.70312;-15.73438;0.50011;-0.46918;-0.59224;-0.23470;16.88274;13.63542;17.40279;-0.83435;0.41687;0.08203;11.50000;10.14062;17.01562
1.0;0.39982;-0.55706;-0.52518;-0.45249;15.92613;11.90993;12.19617;-1.01771;0.20596;-0.01422;-1.09140;-0.38983;0.95045;0.10593;0.09407;0.11489;0.12678;1.61988;2.83106;6.65485;0.34552;0.22882;0.15165;44.81048;32.33568;106.29063;-0.01935;-0.81641;-0.65112;-0.82550;10.13508;0.39552;0.01728;-3.19434;-0.81934;-0.70557;-280.93750;-92.75000;-273.31250;0.50977;-0.34277;-0.07599;-0.14496;17.83452;16.16534;17.96501;-0.47461;0.98975;0.51758;217.31250;121.56250;461.12500;0.44043;-0.51697;-0.56702;-0.46429;16.70341;12.21057;16.54599;-0.96436;0.14844;0.05176;-0.62500;0.87500;1.75000;5.67017;-0.15600;5.79256;1.67074;2.18625;2.21193;-0.92520;13.95709;3.11703;2.62702;10.97604;2.84082;4.31978;-2.43713;-0.65687;2.49311;-0.70650;-1.60388;-1.65337;-0.90951;-3.24140;0.25936;-1.06721;-1.44669;0.30424;0.68099;0.39221;-0.63226;-0.57672;-0.47504;15.22889;11.90164;8.33680;-1.00781;0.11182;-0.08350;-10.43750;-5.62500;-7.50000;0.45642;-0.49908;-0.52264;-0.36627;17.02622;13.84825;16.85064;-0.88184;0.29492;0.08252;16.56250;8.93750;23.81250
1.0;0.40390;-0.55283;-0.52697;-0.44783;15.83664;11.65692;10.85077;-0.95248;0.23313;-0.02198;-0.26460;0.81517;-8.15214;0.09442;0.09195;0.12406;0.14248;1.67556;3.05843;6.87192;0.29114;0.24895;0.17620;50.74190;37.17596;100.42812;0.04370;-0.78204;-0.78406;-0.80096;10.67978;1.43703;0.02189;-2.75195;-0.75098;-1.08105;-349.93750;-118.62500;-312.31250;0.53754;-0.37500;-0.10730;-0.13147;17.79652;17.98168;17.99735;-0.22852;1.17432;0.63770;161.93750;112.50000;381.87500;0.42874;-0.51169;-0.56293;-0.47183;16.60734;11.95088;15.72302;-0.95947;0.18213;0.02637;-1.78125;1.40625;7.43750;3.68726;-0.05500;3.50517;0.74136;1.32324;1.11419;-1.43474;9.64545;2.55627;4.83094;15.94154;1.79002;2.53684;-1.91868;-0.86403;1.70543;-0.10925;-1.48042;-1.27791;-0.56587;-1.95768;0.48323;-1.42946;-2.68015;-0.14058;-0.61544;0.39609;-0.60849;-0.58614;-0.50131;15.34886;11.38024;1.69336;-1.03174;0.11572;-0.11401;-16.20312;-9.14062;-23.56250;0.44556;-0.50043;-0.49434;-0.37363;16.94825;13.61984;16.42413;-0.81189;0.33252;0.10547;19.01562;13.43750;28.40625
1.0;0.45331;-0.49998;-0.58934;-0.38329;15.95409;11.83991;11.56940;-0.96459;0.22807;0.03124;0.19683;-0.02770;1.99941;0.08864;0.07201;0.11550;0.15485;1.73352;2.63206;7.49881;0.29188;0.26756;0.09613;56.90252;29.83782;102.69435;0.15778;-0.73566;-0.79889;-0.78857;10.69901;1.24119;0.00236;-2.38721;-0.64355;-0.49756;-329.06250;-107.75000;-274.31250;0.61700;-0.30450;-0.14740;-0.03845;17.88756;16.45216;17.99599;-0.17139;1.44287;0.71289;228.75000;133.43750;436.00000;0.47687;-0.49649;-0.58151;-0.42978;16.90673;12.68041;17.32637;-0.96436;0.14795;0.04150;-1.78125;-0.12500;0.37500;3.20377;2.16987;3.91801;0.59594;0.93809;4.06973;-1.45232;7.40844;2.63070;9.67656;9.25700;4.15950;3.88090;-1.78046;-0.72298;1.46465;0.28682;-1.39107;-2.33820;-0.61565;-1.82237;0.94999;0.25367;-0.57172;1.08231;0.43647;0.44316;-0.51581;-0.64581;-0.44083;15.09424;12.45151;1.24317;-0.97876;0.12158;0.02405;-10.37500;-5.32812;-12.09375;0.49231;-0.47261;-0.57214;-0.32614;17.11069;12.81896;17.55259;-0.88501;0.28748;0.05225;6.87500;1.12500;33.81250
1.0;-0.33558;0.07037;0.26375;-0.05011;14.21736;13.05906;6.07600;-0.79659;0.39953;-0.09718;-10.48914;7.66915;-3.07540;0.32599;0.54863;0.42044;0.47573;2.66809;3.33871;5.70816;0.47244;0.34177;0.28556;72.64026;67.86244;86.15486;-0.82239;-0.88495;-0.78864;-0.87305;7.57028;0.28645;0.00042;-3.93457;-1.11182;-1.69629;-492.68750;-220.37500;-284.31250;0.48987;0.85248;0.83276;0.87170;17.98417;17.91485;17.99925;0.90332;1.62354;1.09912;260.93750;339.18750;443.62500;-0.44901;0.02148;0.43466;0.04855;15.28966;13.96162;6.19143;-0.87573;0.30713;-0.07837;-2.81250;0.25000;-3.18750;-0.28530;-1.42981;0.19972;-1.39071;-1.04209;4.34991;-0.81003;7.68735;0.22683;3.72423;5.81054;4.42445;3.16692;0.85761;-0.24931;-1.18262;-0.24308;-0.64263;-2.19348;0.59836;-1.40226;0.26899;0.19190;-1.11948;1.29033;0.53435;-0.61220;-0.43854;0.10663;-0.47934;11.49070;12.93031;0.78793;-0.96521;0.19299;-0.23572;-36.53125;-22.78125;-35.34375;-0.16035;0.55992;0.57158;0.37212;16.51041;15.00633;9.77678;-0.50317;0.65430;0.00415;21.06250;24.81250;26.00000
1.0;-0.41142;0.51043;0.60013;0.38496;15.59592;11.59164;11.40296;-0.97529;0.24246;0.05469;0.17147;0.58718;2.96875;0.12373;0.08351;0.11928;0.15894;2.03790;2.34794;7.32599;0.36435;0.26672;0.12617;57.03842;28.70224;106.22074;-0.54742;0.37683;0.18634;0.01044;9.56666;2.95738;0.00533;-2.76221;-0.85645;-0.65039;-370.93750;-66.31250;-271.25000;-0.05481;0.74402;0.80151;0.77185;17.79305;17.45955;17.99554;-0.04492;1.16016;0.41748;195.75000;144.81250;436.50000;-0.45599;0.47714;0.61279;0.41821;16.57557;12.27687;16.44825;-0.95605;0.16748;0.07812;-1.46875;1.15625;6.40625;1.71977;0.82865;3.04076;0.27192;1.42074;2.78950;-1.32416;6.90922;2.97926;3.93307;12.73943;5.05477;3.59849;1.71389;1.33227;-1.60650;-0.09244;-1.57725;-1.90070;-0.69012;-1.64214;0.46386;-1.09628;-2.19850;1.43565;0.28743;-0.48265;0.46223;0.59711;0.26425;15.07554;11.64536;0.53306;-1.00867;0.13245;-0.00696;-10.21875;-10.42188;-9.96875;-0.41194;0.53323;0.67502;0.45045;16.92746;12.69025;17.18057;-0.88513;0.32507;0.12439;17.39062;4.67188;30.50000
1.0;0.41753;-0.46287;-0.61392;-0.37763;15.22228;10.98598;13.65430;-0.93990;0.22449;0.12586;-0.22392;1.16296;-0.02948;0.13132;0.13485;0.14544;0.18817;2.30102;2.52141;5.64950;0.42055;0.28970;0.17724;46.32860;41.06180;119.99555;-0.00854;-0.73547;-0.80426;-0.81927;8.29926;0.39000;0.00437;-2.92236;-1.09570;-0.36816;-307.62500;-80.75000;-307.25000;0.62671;-0.19049;-0.12439;0.10175;17.75263;14.95981;17.98854;0.12402;1.33496;0.66309;146.81250;173.75000;451.75000;0.45648;-0.48248;-0.62274;-0.40839;16.32384;12.00342;16.60115;-0.95361;0.15869;0.09131;-2.25000;-0.93750;1.25000;2.80461;-0.34328;3.11478;0.92255;1.12043;1.21892;0.73727;5.66056;3.96836;1.17943;15.00866;3.64128;2.13068;-1.81467;-0.02767;1.63282;0.21394;-1.43381;-1.32193;-1.49643;-1.31845;1.12010;0.86908;-2.23882;1.46894;0.19895;0.41174;-0.51044;-0.70312;-0.45190;14.64833;9.76788;10.50275;-0.99170;0.09668;0.06641;-16.06250;-14.37500;-19.50000;0.48560;-0.37708;-0.58569;-0.32196;16.91052;12.40753;17.07908;-0.80322;0.22314;0.14404;13.56250;2.87500;38.18750
1.0;-0.43225;0.52580;0.56588;0.40824;15.99311;12.14593;13.01552;-0.94704;0.22334;0.00702;1.63181;-0.69506;-1.09151;0.10976;0.08014;0.08693;0.15402;1.96035;2.11079;6.31866;0.33496;0.21320;0.15163;32.46272;26.55364;92.85636;-0.57684;0.32471;0.13580;-0.13062;7.50362;4.71437;0.03941;-3.01758;-1.08398;-1.00146;-168.43750;-82.18750;-324.68750;0.06104;0.74927;0.78839;0.82458;17.84427;16.26851;17.99989;0.21240;1.04443;0.37061;281.31250;189.31250;461.37500;-0.45764;0.50809;0.58337;0.43747;16.89588;12.18460;16.50749;-0.96191;0.16089;0.07202;-0.96875;-0.06250;-0.43750;7.14939;1.43180;10.34998;2.48563;6.12713;4.11817;-0.44522;11.14855;5.74138;7.20422;20.74539;15.00250;6.25702;2.58092;1.11850;-2.84414;-0.91179;-2.50227;-1.72075;-1.16289;-1.58121;1.34116;-2.33679;2.39798;2.57333;0.02341;-0.47856;0.48755;0.55875;0.39529;15.84081;11.88782;9.25751;-0.97314;0.14172;-0.02661;-7.35938;-3.56250;-10.98438;-0.42484;0.53363;0.59930;0.48120;16.98884;12.83920;17.09869;-0.92957;0.22351;0.09204;4.71875;2.35938;12.73438
1.0;0.39394;-0.54251;-0.54977;-0.42102;15.28350;11.52378;11.32000;-1.00300;0.21550;0.00788;1.51849;3.16499;-0.26306;0.13322;0.10590;0.13637;0.15329;1.84753;3.17196;6.84159;0.43819;0.35746;0.17118;50.00923;32.64153;137.20679;-0.05090;-0.74561;-0.73828;-0.82477;8.98023;0.02901;0.01420;-3.21533;-2.50244;-1.06250;-311.18750;-69.06250;-424.06250;0.65735;-0.31470;-0.08795;-0.04181;17.79718;15.48242;17.99595;-0.31055;1.18750;0.67236;183.18750;131.12500;523.00000;0.42877;-0.51678;-0.58948;-0.43018;15.69262;12.25446;16.08883;-0.96191;0.17236;0.04297;-0.12500;2.31250;8.50000;2.06810;-0.70909;2.80768;0.80904;1.62240;0.70251;-1.30603;8.53090;14.45818;6.08328;9.70688;1.64932;2.60756;-1.31518;-0.08340;1.66652;-0.42633;-1.32499;-1.31889;-0.63171;-2.47062;-1.91678;-1.51329;-1.56651;0.76592;0.02586;0.36362;-0.63535;-0.62357;-0.48535;14.11742;11.42785;1.58197;-1.07642;0.10645;-0.05615;-11.75000;-7.09375;-26.53125;0.46417;-0.48016;-0.51651;-0.32178;16.73367;13.63556;16.92312;-0.76245;0.36182;0.11987;27.71875;14.06250;44.87500
1.0;-0.78510;0.02880;-0.56823;-0.10384;2.55753;12.46382;9.31213;0.93186;0.16327;-0.30210;0.10698;1.71419;-2.19982;0.08462;0.16444;0.09501;0.07735;1.03800;6.40119;2.85148;0.25343;0.21467;0.16373;53.96765;41.51260;59.67305;-0.92499;-0.33051;-0.76349;-0.36664;0.37178;0.00104;1.33237;0.02295;-0.33936;-0.74854;-99.12500;-190.06250;-281.50000;-0.45605;0.45538;-0.30884;0.02979;5.77757;17.99320;13.95717;2.29395;1.56543;0.26758;542.75000;106.81250;147.06250;-0.81601;0.03635;-0.55945;-0.08203;2.28859;15.76555;9.44739;0.89941;0.15356;-0.33716;-3.31250;-0.90625;-8.53125;3.42867;0.08755;-0.04963;1.12047;0.85947;-0.62691;0.95053;8.25100;4.26286;-0.14980;52.79127;2.69844;6.84191;1.64053;0.08865;0.30876;-1.25148;1.10584;-1.06488;-0.72908;2.07467;1.00685;0.54610;6.12663;-0.59397;-1.25828;-0.83577;-0.08597;-0.63889;-0.11836;1.85427;5.37527;8.27562;0.82031;0.01404;-0.41089;-18.17188;-17.70312;-19.17188;-0.73312;0.12750;-0.53120;-0.06000;2.88241;16.87421;10.71254;0.99475;0.28931;-0.19763;11.45312;22.01562;10.46875
1.0;0.37550;-0.62372;-0.50558;-0.38716;15.43980;14.00876;2.80599;-0.92242;0.31789;-0.15845;1.33742;3.40997;-0.01392;0.13538;0.11503;0.11800;0.13807;1.98802;2.48738;5.09392;0.42241;0.25021;0.20952;38.92320;53.84921;76.91466;0.02643;-0.85413;-0.71960;-0.86829;9.26175;0.02906;0.00382;-3.98682;-1.01318;-1.63818;-270.68750;-158.18750;-224.12500;0.54242;-0.33234;-0.07330;-0.00049;17.88201;17.12202;17.99644;-0.20361;1.89990;0.29736;219.93750;413.06250;454.56250;0.45459;-0.56317;-0.55908;-0.39020;16.41966;14.15351;0.88842;-0.93457;0.25146;-0.06445;0.50000;0.31250;-1.56250;-0.53203;-0.40116;2.34060;2.41217;0.92282;10.53708;4.12468;20.37922;7.22919;9.91329;10.68806;22.69634;10.01887;-0.95540;-0.67475;1.45567;-0.23081;-1.48205;-3.13318;2.37589;-3.57886;1.29723;-2.52468;-1.14380;3.10700;1.53830;0.29132;-0.69501;-0.57178;-0.43872;14.98417;13.94526;0.55617;-0.95068;0.22217;-0.24854;-4.25000;-6.81250;-13.43750;0.47626;-0.54645;-0.45441;-0.37219;16.62084;15.13190;1.30751;-0.81494;0.33447;-0.04883;9.81250;7.56250;13.56250
1.0;0.40429;-0.59373;-0.51121;-0.36600;14.98444;13.60249;3.53696;-0.93453;0.29196;-0.17416;0.16442;5.39808;1.36920;0.13990;0.13162;0.15098;0.17066;2.03502;3.60847;4.82740;0.50995;0.26412;0.25581;50.18765;60.81038;93.56531;0.12872;-0.84552;-0.86609;-0.90417;10.35253;0.02685;0.00818;-4.21289;-1.03906;-1.24512;-411.00000;-166.93750;-208.31250;0.62354;-0.22723;-0.05603;-0.00769;17.88582;17.96015;17.98877;-0.20410;1.68066;0.55127;132.93750;348.68750;467.00000;0.45660;-0.58319;-0.49768;-0.36670;15.88192;14.15882;1.00952;-0.92139;0.25439;-0.11475;1.56250;4.93750;5.12500;-0.96831;0.07454;1.33904;1.76309;-0.52145;2.70803;2.70801;17.84056;4.92769;2.50671;23.51665;11.06510;5.90936;-0.52019;-0.09232;0.20822;-0.71333;-0.91149;-1.68437;1.90584;-3.46817;0.64850;-0.55281;-3.39597;1.83558;1.25246;0.29501;-0.65640;-0.58377;-0.43234;13.51432;13.42778;0.52377;-1.02344;0.13989;-0.34814;-15.25000;-9.75000;-25.96875;0.50690;-0.51865;-0.43344;-0.28210;16.44665;15.27784;3.88899;-0.74365;0.38965;-0.03418;24.31250;17.81250;30.15625
1.0;-0.79261;0.11748;-0.54763;-0.10642;2.54092;11.69224;8.40422;0.92716;0.08216;-0.34162;0.47355;1.19871;1.32510;0.07844;0.14018;0.09267;0.11153;1.17009;7.29734;2.38653;0.32616;0.21077;0.19928;36.18591;41.95354;60.58756;-0.91809;-0.19604;-0.77234;-0.45459;0.30532;0.00156;0.55691;-1.26367;-1.11084;-1.60205;-167.56250;-173.56250;-340.12500;-0.38898;0.52057;-0.21735;0.30029;7.50031;17.99713;17.93241;2.48242;0.91260;0.58789;205.62500;172.81250;153.62500;-0.80908;0.11316;-0.54193;-0.10327;2.31448;16.04460;8.38825;0.91553;0.06689;-0.35791;-0.06250;0.81250;1.31250;9.84685;-0.03332;0.82019;1.86746;2.14780;-1.33733;2.50744;10.31048;4.13880;7.37772;6.04799;3.62890;8.14562;2.71074;0.19152;0.14795;0.38912;1.39294;-0.72563;-0.54338;0.01716;-0.32253;-1.00259;0.64230;-0.41000;-1.53358;-0.82947;0.03137;-0.59686;-0.15198;1.85688;2.31188;7.49659;0.83594;-0.03125;-0.42236;-16.93750;-12.18750;-19.62500;-0.78271;0.20483;-0.50836;-0.06122;2.68321;17.49422;9.52653;0.98926;0.19238;-0.23828;14.87500;17.06250;23.93750
